Volatility 3 Framework 2.10.0

Offset	Name
0x830571052be0	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\Content\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_CBDCCBFE4F7A916411C1E69BDD97BB04
0x830571052d70	\Endpoint
0x830571053090	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79
0x830571053220	\Connect
0x8305710533b0	\$Directory
0x8305710536d0	\$Directory
0x830571053860	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79
0x8305710539f0	\Windows\System32\en-US\Conhost.exe.mui
0x830571053b80	\$Directory
0x830571053d10	\srvsvc
0x8305710541c0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x8305710544e0	\Windows
0x830571054670	\Input
0x830571054990	\Windows\Prefetch\MSEDGE.EXE-78F14B8D.pf
0x830571055160	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_CBDCCBFE4F7A916411C1E69BDD97BB04
0x8305710552f0	\Output
0x830571055480	\Windows\System32\WindowsPowerShell\v1.0\en-US\powershell.exe.mui
0x830571055610	\$Directory
0x830571055c50	\Windows\System32\en-US\user32.dll.mui
0x830571056100	\$Directory
0x830571056290	
0x8305710565b0	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\3Q9EWIVL\thZND4ZTR2.jpg
0x830571056740	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\3Q9EWIVL\th3WUSJBZ4.jpg
0x8305710568d0	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\3Q9EWIVL\NJPeXRPI4yyNaXUHIeOQwQkEzeo.br[1].js
0x830571056bf0	\$Directory
0x830571056d80	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\3Q9EWIVL\92-FtHmSi-ViMO5dPWNJUcPKLcI.br[1].js
0x830571057230	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\3Q9EWIVL\2RFgnacsz6nPw9vvxd8AGFyaQr8[1].js
0x8305710573c0	\$Directory
0x830571057550	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\3Q9EWIVL\wNhUjm3kl_kvyfrio44J6j1zdYo.br[1].js
0x830571057870	\Windows\Prefetch\DLLHOST.EXE-FC981FFE.pf
0x830571057a00	\$Directory
0x830571057b90	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\3Q9EWIVL\thKO150SQI.jpg
0x830571057eb0	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\3Q9EWIVL\t5vZ9VqTO-Sl4hN969ySbvZgV0g.br[1].js
0x8305710581d0	\$Directory
0x830571059620	\$Directory
0x8305710597b0	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\7QMOYTMZ\RvRBoZ5KQDNHwbHfo-_ZBZIoYQo.br[1].js
0x830571059940	\$Directory
0x830571059ad0	\$Directory
0x830571059c60	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\7QMOYTMZ\2pI-3yxS71qnL6vzhVIltDQouTg.br[1].js
0x830571059df0	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\7QMOYTMZ\7__7M9qSGN3J8nekeXGPUfT7vA8.br[1].js
0x83057105a110	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\7QMOYTMZ\avd7Rr-t12JcT3bkdFyaKKLavZQ.br[1].js
0x83057105aa70	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\1CH360C7\op229sr4BxIcsAzIdKDQHAnMxpk.br[1].js
0x83057105b560	\$Directory
0x83057105bba0	\$Directory
0x83057105dc70	\$Directory
0x83057105e5d0	\$Directory
0x83057105eda0	\$Directory
0x83057105f0c0	\$Directory
0x8305710601f0	\$Directory
0x83057107c8a0	\$Directory
0x8305710b6180	\$Directory
0x8305710b7da0	\$Directory
0x8305710b83e0	\$Directory
0x8305710c0270	\$Directory
0x8305710c1d00	\$Directory
0x8305710c3dd0	\$Directory
0x8305710c5d10	\$Directory
0x8305710c61c0	\$Directory
0x8305710c7930	\$Directory
0x8305710c7ac0	\$Directory
0x8305710ca680	\$Directory
0x8305710cacc0	\$Directory
0x8305710cb490	\$Directory
0x8305710cb620	\$Directory
0x8305710cc110	\$Directory
0x8305710cc430	\$Directory
0x8305710cee60	\$Directory
0x8305710d1bb0	\$Directory
0x8305710d1ed0	\$Directory
0x8305710d3190	\$Directory
0x8305710d6520	\$Directory
0x8305710d77e0	\$Directory
0x8305710d85f0	\$Directory
0x8305710db340	\$Directory
0x8305710deb80	\$Directory
0x8305710e0480	\$Directory
0x8305710e47b0	\$Directory
0x8305710e84a0	\$Directory
0x830571262c20	\$Directory
0x830571263710	\$Directory
0x8305712657e0	\$Directory
0x830571266460	\$Directory
0x830571267ef0	\$Directory
0x83057126a150	\$Directory
0x83057126ac40	\$Directory
0x83057126b8c0	\$Directory
0x83057126cb80	\$Directory
0x83057126d4e0	\$Directory
0x83057126d670	\$Directory
0x8305712700a0	\$Directory
0x830571276180	\$Directory
0x8305712767c0	\$Directory
0x8305712775d0	\$Directory
0x830571277760	\$Directory
0x830571278bb0	\$Directory
0x8305712796a0	\$Directory
0x83057127ba90	\$Directory
0x83057127c580	\$Directory
0x83057127d520	\$Directory
0x83057127ee20	\$Directory
0x830571280590	\$Directory
0x830571281530	\$Directory
0x830571304470	䓈焰茅￿䓈焰茅￿
0x8305713048f0	\$Directory
0x8305713061f0	\$Directory
0x8305713077d0	\$Directory
0x830571308a90	\$Directory
0x8305713098a0	\$Directory
0x830571309ee0	\$Directory
0x83057130c780	\$Directory
0x83057130d270	\$Directory
0x83057130d720	\$Directory
0x83057130f660	\$Directory
0x830571310ab0	\$Directory
0x830571311410	\$Directory
0x830571313350	\$Directory
0x830571314160	\$Directory
0x8305713144b0	䔈焱茅￿䔈焱茅￿
0x8305713160a0	\$Directory
0x830571317360	\$Directory
0x8305713174f0	\$Directory
0x83057131d440	\$Directory
0x830571320960	\$Directory
0x830571321a90	\$Directory
0x830571322a30	\$Directory
0x8305713236b0	\$Directory
0x8305713244f0	䕈焲茅￿䕈焲茅￿
0x8305713247e0	\$Directory
0x8305713252d0	\$Directory
0x8305713255f0	\$Directory
0x830571329600	\$Directory
0x83057132a410	\$Directory
0x83057132b9f0	\$Directory
0x83057132cb20	\$Directory
0x83057132e420	\$Directory
0x83057132f0a0	\$Directory
0x83057132f6e0	\$Directory
0x830571331300	\$Directory
0x830571331490	\$Directory
0x830571331620	\$Directory
0x830571334b40	\$Directory
0x830571335950	\$Directory
0x830571337ed0	\$Directory
0x8305713386a0	\$Directory
0x8305713397d0	\$Directory
0x83057133aa90	\$Directory
0x83057133b260	\$Directory
0x83057133d1a0	\$Directory
0x83057133dc90	\$Directory
0x830571340530	\$Directory
0x830571340850	\$Directory
0x8305713951e0	\Windows\System32\imm32.dll
0x830571395370	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Management\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Commands.Management.dll
0x830571395500	\LOCAL\mojo.1180.3972.4775394524266451210
0x830571395690	\Windows\System32\WindowsPowerShell\v1.0\en-US\powershell.exe.mui
0x830571395820	\Windows\SystemResources\Windows.UI.SettingsAppThreshold\SystemSettings\Assets\Fonts\MemMDL2.2.2.ttf
0x8305713959b0	\$Directory
0x830571395cd0	\$Directory
0x830571395e60	\$Directory
0x830571396180	\LOCAL\mojo.1180.3972.4775394524266451210
0x830571396310	\Windows\System32\en-US\windows.ui.xaml.dll.mui
0x8305713964a0	\Windows
0x8305713967c0	\Windows\assembly\pubpol36.dat
0x830571396ae0	\$Directory
0x830571396c70	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.ConsoleHost\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.ConsoleHost.dll
0x8305713972b0	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Management\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Commands.Management.dll
0x830571397440	\$Directory
0x8305713975d0	\Windows\SystemResources\Windows.UI.SettingsAppThreshold\SystemSettings\Assets\Fonts\MemMDL2.2.2.ttf
0x830571397760	\Windows\SystemResources\Windows.UI.SettingsAppThreshold\SystemSettings\Assets\Fonts\SetMDL2.ttf
0x8305713978f0	\Windows\SystemResources\Windows.UI.SettingsAppThreshold\SystemSettings\Assets\Fonts\SetMDL2.ttf
0x830571397a80	\Users\rashmi\Downloads\8f8abfa6717ad2043a295d16b5aeeac3e7084b7994f6eec8351e18a9a3c59997
0x830571397c10	\$Directory
0x8305713980c0	\$Directory
0x830571398250	\Connect
0x8305713983e0	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Management.Automation\v4.0_3.0.0.0__31bf3856ad364e35\System.Management.Automation.dll
0x830571398570	\Windows\WinSxS\Manifests\amd64_microsoft.windows.i..utomation.proxystub_6595b64144ccf1df_1.0.19041.1_none_5f3561098cddf682.manifest
0x830571398700	\Windows\WinSxS\Manifests\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.19041.1_en-us_6144a36069349598.manifest
0x830571398890	\Endpoint
0x830571398a20	\Windows\System32\en-US\user32.dll.mui
0x830571398bb0	\Endpoint
0x830571398d40	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Core\v4.0_4.0.0.0__b77a5c561934e089\System.Core.dll
0x830571398ed0	\Windows\System32\en-US\Conhost.exe.mui
0x8305713991f0	\$Directory
0x830571399380	\$Directory
0x830571399510	\Windows\Fonts\StaticCache.dat
0x830571399830	\$Directory
0x8305713999c0	\Windows\WinSxS\Manifests\amd64_microsoft.windows.systemcompatible_6595b64144ccf1df_6.0.19041.1_none_bcf22701031bcbf3.manifest
0x830571399b50	\$Directory
0x830571399ce0	\Windows\Fonts\segoeuib.ttf
0x83057139a190	\Windows\System32\oobe\UserOOBEBroker.exe
0x83057139a320	\$Directory
0x83057139a4b0	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Management.Automation\v4.0_3.0.0.0__31bf3856ad364e35\System.Management.Automation.dll
0x83057139a640	\Windows\Prefetch\POWERSHELL.EXE-920BBA2A.pf
0x83057139a7d0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Safe Browsing\ChromeExtMalware.store.32_13371300760413556
0x83057139a960	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe\ActivationStore.dat
0x83057139aaf0	\$Directory
0x83057139ac80	\Windows\WinSxS\Manifests\amd64_microsoft.windows.isolationautomation_6595b64144ccf1df_1.0.19041.746_none_7b8e643649cc7ccc.manifest
0x83057139b130	\Windows\WinSxS\Manifests\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.19041.2251_none_91a40448cc8846c1.manifest
0x83057139b2c0	\Windows\WinSxS\Manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.1110_none_792d1c772443f647.manifest
0x83057139b450	\$Directory
0x83057139b770	\$Directory
0x83057139b900	\Windows\System32
0x83057139c0d0	\PSHost.133713011186828717.6304.DefaultAppDomain.powershell
0x83057139c260	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\AppCache\SSMWSJGR\7\appcache[1].man
0x83057139c580	\$MapAttributeValue
0x83057139c710	\Windows\System32\en-US\winnlsres.dll.mui
0x83057139c8a0	\Windows\System32\en-US\winnlsres.dll.mui
0x83057139ca30	\Windows\System32\en-US\KernelBase.dll.mui
0x83057139cbc0	\$Directory
0x83057139cd50	\$Directory
0x83057139cee0	\$Directory
0x83057139d200	\Windows\WinSxS\Manifests\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.19041.1_en-us_cb612d02732b0fd9.manifest
0x83057139d390	\Windows\System32\WindowsPowerShell\v1.0\Modules\Microsoft.PowerShell.Utility\Microsoft.PowerShell.Utility.psd1
0x83057139d520	\$Directory
0x83057139d6b0	\$Directory
0x83057139d840	\$Directory
0x83057139d9d0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x83057139db60	\$Directory
0x83057139dcf0	\$Directory
0x83057139e1a0	\Windows\WinSxS\Manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e.manifest
0x83057139e330	\$Directory
0x83057139e4c0	\Windows\assembly\NativeImages_v4.0.30319_64\Microsoft.P521220ea#\c9c4af69e4b56546f14bd3de21d8cb9c\Microsoft.PowerShell.Commands.Utility.ni.dll.aux
0x83057139e970	\$Directory
0x83057139eb00	\$Directory
0x83057139ec90	\Output
0x83057139ee20	\Users\rashmi\AppData\Local\Microsoft\Windows\PowerShell\ModuleAnalysisCache
0x83057139f140	\Windows\Microsoft.NET\assembly\GAC_MSIL\System\v4.0_4.0.0.0__b77a5c561934e089\System.dll
0x83057139f460	\$Directory
0x83057139f5f0	\srvsvc
0x83057139f910	\$Directory
0x83057139fc30	\$Directory
0x83057139fdc0	\Input
0x8305713a0270	\Windows\System32\C_866.NLS
0x8305713a0590	\$Directory
0x8305713a08b0	\Windows\System32\C_850.NLS
0x8305713a0a40	\$Directory
0x8305713a0bd0	\$Directory
0x8305713a0d60	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\Indexed DB\edb.log
0x8305713a1080	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Security\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Security.dll
0x8305713a1210	\Windows\Fonts\tahoma.ttf
0x8305713a1530	\Windows\System32\C_852.NLS
0x8305713a19e0	\Windows\System32\en-US\crypt32.dll.mui
0x8305713a1b70	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\Indexed DB\edb.log
0x8305713a1d00	\Windows\System32\en-US\winnlsres.dll.mui
0x8305713a1e90	\Users\rashmi\AppData\Local\Microsoft\Windows\Explorer\iconcache_16.db
0x8305713a21b0	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Numerics\v4.0_4.0.0.0__b77a5c561934e089\System.Numerics.dll
0x8305713a2340	\Windows\SysWOW64\drivers\DumpIt.sys
0x8305713a2660	\Users\rashmi\AppData\Local\Microsoft\Windows\Explorer\iconcache_idx.db
0x8305713a27f0	\Windows\SysWOW64\apphelp.dll
0x8305713a2980	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\Indexed DB\IndexedDB.edb
0x8305713a2e30	\$Directory
0x8305713a3150	\Users\rashmi\AppData\Local\Microsoft\Windows\Explorer\iconcache_32.db
0x8305713a3470	\$Directory
0x8305713a3600	\Program Files\Common Files\microsoft shared\ink\tiptsf.dll
0x8305713a3790	\CurrentIn
0x8305713a3ab0	\Windows\System32
0x8305713a3c40	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.Management.Infrastructure\v4.0_1.0.0.0__31bf3856ad364e35\Microsoft.Management.Infrastructure.dll
0x8305713a40f0	\$Directory
0x8305713a4280	\Windows\System32\DESKTOP-MAVKUI8-20240920-101856.raw
0x8305713a4410	\$Directory
0x8305713a4730	\CMApi
0x8305713a48c0	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\Indexed DB\edb.chk
0x8305713a4a50	\$Directory
0x8305713a5090	\Windows\System32\WinMetadata\Windows.UI.winmd
0x8305713a53b0	\$Directory
0x8305713a56d0	\$Directory
0x8305713a5860	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\Asset Store\assets.db\MANIFEST-000095
0x8305713a5ea0	\Endpoint
0x8305713a61c0	\Windows\System32\WindowsPowerShell\v1.0\Modules\Microsoft.PowerShell.Utility\Microsoft.PowerShell.Utility.psm1
0x8305713a6800	\Users\rashmi\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\590aee7bdd69b59b.automaticDestinations-ms
0x8305713a6990	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\Indexed DB\IndexedDB.jfm
0x8305713a6b20	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\TokenBroker\Cache\95d9a2a97a42f02325559b453ba7f8fe839baa18.tbres
0x8305713a7160	\Windows\Prefetch\CMD.EXE-4A81B364.pf
0x8305713a72f0	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\Asset Store\assets.db\000097.log
0x8305713a7610	\Windows\System32\WinMetadata\Windows.Foundation.winmd
0x8305713a7930	\$Directory
0x8305713ae1e0	\$Directory
0x8305713b0c10	\$Directory
0x8305713b1700	\$Directory
0x8305713b2e70	\$Directory
0x8305713b3190	\$Directory
0x8305713b3640	\$Directory
0x8305713b3af0	\$Directory
0x8305713b4480	䓘焻茅￿䓘焻茅￿
0x8305713b4a90	\$Directory
0x8305713b4c20	\$Directory
0x8305713b5d50	\$Directory
0x8305713b7330	\$Directory
0x8305713b8780	\$Directory
0x8305713b9590	\$Directory
0x8305713b9ef0	\$Directory
0x8305713bab70	\$Directory
0x8305713bb1b0	\$Directory
0x8305713bc790	\$Directory
0x8305713bd280	\$Directory
0x8305713bd730	\$Directory
0x8305713be220	\$Directory
0x8305713be9f0	\$Directory
0x8305713c18d0	\$Directory
0x8305713c1a60	\$Directory
0x8305713c23c0	\$Directory
0x8305713c4170	\$Directory
0x8305713c44c0	䔘焼茅￿䔘焼茅￿
0x8305713c4c60	\$Directory
0x8305713c63d0	\$Directory
0x8305713c6560	\$Directory
0x8305713c7370	\$Directory
0x8305713c95d0	\$Directory
0x8305713cbb50	\$Directory
0x830571431e30	\$Directory
0x830571433d70	\$Directory
0x8305714351c0	\$Directory
0x830571437740	\$Directory
0x830571439360	\$Directory
0x83057143a300	\$Directory
0x83057143ac60	\$Directory
0x83057143adf0	\$Directory
0x83057143d820	\$Directory
0x83057143db40	\$Directory
0x83057143f8f0	\$Directory
0x830571440250	\$Directory
0x830571442e10	\$Directory
0x8305714464c0	\$Directory
0x8305714480e0	\$Directory
0x830571448bd0	\$Directory
0x830571449b70	\$Directory
0x83057144a4d0	\$Directory
0x83057144d220	\$Directory
0x83057144e4e0	\$Directory
0x83057144f160	\$Directory
0x83057144fc50	\$Directory
0x830571450100	\$Directory
0x830571451870	\$Directory
0x830571452b30	\$Directory
0x830571454460	䒸煅茅￿䒸煅茅￿
0x8305714548e0	\$Directory
0x8305714556f0	\$Directory
0x830571455d30	\$Directory
0x8305714561e0	\$Directory
0x830571456b40	\$Directory
0x830571456cd0	\$Directory
0x83057145a9c0	\$Directory
0x83057145b640	\$Directory
0x83057145baf0	\$Directory
0x83057145d260	\$Directory
0x83057145da30	\$Directory
0x83057145e520	\$Directory
0x83057145f650	\$Directory
0x830571460460	\$Directory
0x830571460780	\$Directory
0x830571460dc0	\$Directory
0x830571461590	\$Directory
0x830571461d60	\$Directory
0x830571463b10	\$Directory
0x8305715021e0	\$Directory
0x830571502370	\Users\rashmi\AppData\Local\Microsoft\Windows\INetCache\IE\2EUK4GQM\RoadHazard[1].svg
0x830571502500	\Users\rashmi\AppData\Local\Microsoft\Windows\WebCache\V01tmp.log
0x830571502690	\Windows\System32\WaaSAssessment.dll
0x830571502820	\$Directory
0x8305715029b0	\Windows\System32\en-US\datamap.0409.dat
0x830571502b40	\$Directory
0x830571502cd0	\$Directory
0x830571502e60	\Windows\Globalization\ELS\SpellDictionaries\MsSp7en-US.lex
0x830571503180	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Management.Automation\v4.0_3.0.0.0__31bf3856ad364e35\System.Management.Automation.dll
0x830571503310	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Utility\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Commands.Utility.dll
0x8305715034a0	\Windows\System32\en-US\datamap.0409.dat
0x830571503630	\Windows\assembly\NativeImages_v4.0.30319_64\System.Confe64a9051#\434f871c532673e1359654ad68a1c225\System.Configuration.Install.ni.dll.aux
0x8305715037c0	\$Directory
0x830571503950	\$Directory
0x830571503ae0	\Sessions\1\AppContainerNamedObjects\S-1-15-2-1609473798-1231923017-684268153-4268514328-882773646-2760585773-1760938157
0x830571503c70	\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe
0x830571503e00	\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe\WinStore.App.dll
0x830571504120	\Windows\System32\wbem\WmiPrvSE.exe
0x8305715042b0	\Users\rashmi\Downloads\desktop.ini
0x830571504440	\Program Files\WindowsApps\Microsoft.WindowsStore_11910.1002.5.0_x64__8wekyb3d8bbwe\WinStore.App.exe
0x8305715045d0	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\GZZ2UXJV\www.bing[1].xml
0x830571504760	\Windows\System32\MTFFuzzyDS.dll
0x8305715048f0	\Endpoint
0x830571504a80	\Windows\Globalization\ELS\SpellDictionaries\MsSp7en-US.acl
0x830571504c10	\Windows\System32\backgroundTaskHost.exe
0x830571504da0	\$Directory
0x8305715050c0	\Windows\System32\trie.dll
0x830571505250	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.PowerShell.Commands.Utility\v4.0_3.0.0.0__31bf3856ad364e35\Microsoft.PowerShell.Commands.Utility.dll
0x8305715053e0	\$Directory
0x830571505570	\Windows\ImmersiveControlPanel
0x830571505890	\Users\rashmi\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\f01b4d95cf55d32a.automaticDestinations-ms
0x830571505a20	\$Directory
0x830571505bb0	\$Directory
0x830571505d40	\$Directory
0x830571505ed0	\$Directory
0x8305715061f0	\$Directory
0x830571506380	\$Directory
0x830571506510	\Windows\System32\LocationNotificationWindows.exe
0x830571506830	\$Directory
0x8305715069c0	\$Directory
0x830571506ce0	\$Directory
0x830571506e70	\Users\rashmi\AppData\Local\Microsoft\input\en-US\userdict_v1.0409.dat
0x830571507190	\$Directory
0x830571507320	
0x8305715074b0	\Windows\System32
0x830571507640	\$Directory
0x830571507960	\Users\rashmi\AppData\Roaming\Microsoft\Spelling\en-US\default.dic
0x830571507af0	\$Directory
0x830571507c80	\$Directory
0x830571507e10	\Windows\ImmersiveControlPanel\SystemSettings.exe
0x830571508130	\Windows\System32\en-US\LocationNotificationWindows.exe.mui
0x830571508450	\Windows\System32\SearchProtocolHost.exe
0x830571508770	\Windows\System32
0x830571508a90	\Windows\System32\en-US\crypt32.dll.mui
0x830571508db0	\Windows\Prefetch\CONHOST.EXE-1F3E9D7E.pf
0x8305715090d0	\CMApi
0x830571509260	\
0x8305715093f0	\Windows\ImmersiveControlPanel\SystemSettings.dll
0x830571509710	\Windows\System32\en-US\propsys.dll.mui
0x830571509a30	\Windows\System32\en-US\crypt32.dll.mui
0x830571509bc0	\$Directory
0x830571509d50	\Windows\System32\en-US\windows.storage.dll.mui
0x830571509ee0	\$Directory
0x83057150a200	\Windows\System32\en-US\shell32.dll.mui
0x83057150a390	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x83057150a6b0	\$Directory
0x83057150a9d0	\Windows\System32\en-US\windows.storage.dll.mui
0x83057150b1a0	\$Directory
0x83057150b330	\Windows\System32\SearchFilterHost.exe
0x83057150b4c0	\Windows\ImmersiveControlPanel\en-US\SystemSettings.exe.mui
0x83057150b650	\Windows\System32\Winlangdb.dll
0x83057150be20	\Windows\System32\WindowsPowerShell\v1.0\en-US\powershell.exe.mui
0x83057150c140	\$Directory
0x83057150c2d0	\Input
0x83057150c460	\Output
0x83057150c5f0	\Windows\System32\cmdext.dll
0x83057150c780	\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.Management.Infrastructure\v4.0_1.0.0.0__31bf3856ad364e35\Microsoft.Management.Infrastructure.dll
0x83057150cc30	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Numerics\v4.0_4.0.0.0__b77a5c561934e089\System.Numerics.dll
0x83057150cdc0	\Windows\System32\WindowsPowerShell\v1.0\powershell.exe.config
0x83057150d0e0	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Numerics\v4.0_4.0.0.0__b77a5c561934e089\System.Numerics.dll
0x83057150d270	\$Directory
0x83057150dbd0	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Numerics\v4.0_4.0.0.0__b77a5c561934e089\System.Numerics.dll
0x83057150def0	\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
0x83057150e210	\Users\rashmi\Downloads\8f8abfa6717ad2043a295d16b5aeeac3e7084b7994f6eec8351e18a9a3c59997
0x83057150e3a0	\Windows\Prefetch\POWERSHELL.EXE-920BBA2A.pf
0x83057150e530	\$Directory
0x83057150e6c0	\Connect
0x83057150e9e0	\$Directory
0x83057150ed00	\Windows\System32\en-US\crypt32.dll.mui
0x83057150f660	\$ConvertToNonresident
0x83057150f980	\Users\rashmi\AppData\Local\Microsoft\Edge\User Data\Default\Asset Store\assets.db\000098.ldb
0x83057150fe30	\Endpoint
0x8305715102e0	\$Directory
0x830571510470	\$Directory
0x830571511280	\Users\rashmi\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\Indexed DB\IndexedDB.edb
0x830571511a50	\$ConvertToNonresident
0x8305715123b0	\$Directory
0x830571513350	\$Directory
0x830571513670	\$Directory
0x830571513990	\$Directory
0x830571513b20	\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MsMpLics.dll
0x830571514480	\Windows\System32\WindowsPowerShell\v1.0\Modules\Microsoft.PowerShell.Management\Microsoft.PowerShell.Management.psd1
0x8305715147a0	\$Directory
0x830571514c50	\$Directory
0x8305715174f0	\$Directory
0x83057151e250	\Windows\System32\Microsoft.LocalUserImageProvider.dll
0x8305715244f0	䕈煒茅￿䕈煒茅￿
0x830571528b10	\$Directory
0x83057152b540	\$Directory
0x83057152c4e0	\$Directory
0x83057152e290	\$Directory
0x83057152ebf0	\$Directory
0x830571531300	\$Directory
0x830571533880	\$Directory
0x830571533d30	\$Directory
0x830571535e00	\$Directory
0x830571538380	\$Directory
0x83057153a5e0	\$Directory
0x83057153b3f0	\$Directory
0x83057153d1a0	\$Directory
0x83057153d650	\$Directory
0x83057153e2d0	\$Directory
0x83057153e5f0	\$Directory
0x83057153fd60	\$Directory
0x830571540d00	\$Directory
0x830571540e90	\$Directory
0x8305715680c0	\$Directory
0x830571568890	\$Directory
0x830571568a20	\$Directory
0x83057156cbc0	\$Directory
0x83057156e330	\$Directory
0x830571570a40	\$Directory
0x830571570ef0	\$Directory
0x830571571850	\$Directory
0x830571573ab0	\$Directory
